"agency_cd","site_no","datetime","discharge.max","discharge.max.approval","discharge.min","discharge.min.approval","discharge.mean","discharge.mean.approval","gage.height.max","gage.height.max.approval","gage.height.min","gage.height.min.approval","gage.height.mean","gage.height.mean.approval"
"USGS",2085000,"801029",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801030",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801031",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801101",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801102",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801103",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801104",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801105",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801106",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801107",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801108",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801109",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801110",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801111",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801112",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801113",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801114",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801115",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801116",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801117",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801118",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801119",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801120",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801121",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801122",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801123",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801124",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801125",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801126",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801127",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801128",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801129",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801130",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801201",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801202",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801203",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801204",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801205",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801206",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801207",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801208",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801209",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801210",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801211",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801212",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801213",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801214",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801215",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801216",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801217",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801218",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801219",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801220",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801221",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801222",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801223",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801224",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801225",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801226",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801227",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801228",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801229",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801230",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"801231",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810101",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810102",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810103",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810104",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810105",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810106",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810107",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810108",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810109",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810110",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810111",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810112",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810113",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810114",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810115",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810116",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810117",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810118",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810119",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810120",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810121",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810122",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810123",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810124",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810125",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810126",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810127",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810128",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810129",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810130",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810131",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810201",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810202",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810203",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810204",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810205",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810206",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810207",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810208",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810209",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810210",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810211",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810212",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810213",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810214",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810215",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810216",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810217",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810218",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810219",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810220",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810221",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810222",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810223",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810224",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810225",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810226",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810227",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810228",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810301",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810302",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810303",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810304",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810305",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810306",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810307",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810308",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810309",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810310",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810311",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810312",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810313",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810314",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810315",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810316",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810317",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810318",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810319",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810320",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810321",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810322",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810323",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810324",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810325",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810326",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810327",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810328",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810329",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810330",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810331",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810401",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810402",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810403",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810404",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810405",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810406",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810407",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810408",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810409",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810410",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810411",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810412",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810413",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810414",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810415",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810416",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810417",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810418",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810419",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810420",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810421",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810422",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810423",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810424",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810425",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810426",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810427",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810428",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810429",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810430",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810501",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810502",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810503",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810504",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810505",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810506",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810507",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810508",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810509",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810510",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810511",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810512",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810513",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810514",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810515",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810516",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810517",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810518",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810519",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810520",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810521",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810522",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810523",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810524",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810525",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810526",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810527",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810528",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810529",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810530",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810531",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810601",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810602",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810603",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810604",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810605",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810606",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810607",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810608",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810609",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810610",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810611",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810612",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810613",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810614",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810615",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810616",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810617",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810618",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810619",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810620",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810621",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810622",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810623",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810624",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810625",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810626",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810627",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810628",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810629",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810630",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810701",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810702",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810703",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810704",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810705",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810706",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810707",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810708",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810709",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810710",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810711",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810712",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810713",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810714",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810715",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810716",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810717",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810718",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810719",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810720",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810721",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810722",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810723",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810724",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810725",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810726",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810727",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810728",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810729",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810730",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810731",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810801",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810802",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810803",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810804",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810805",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810806",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810807",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810808",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810809",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810810",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810811",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810812",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810813",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810814",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810815",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810816",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810817",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810818",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810819",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810820",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810821",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810822",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810823",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810824",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810825",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810826",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810827",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810828",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810829",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810830",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810831",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810901",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810902",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810903",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810904",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810905",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810906",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810907",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810908",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810909",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810910",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810911",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810912",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810913",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810914",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"USGS",2085000,"810915",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
