"agency_cd","site_no","datetime","discharge.max","discharge.max.approval","discharge.min","discharge.min.approval","discharge.mean","discharge.mean.approval","gage.height.max","gage.height.max.approval","gage.height.min","gage.height.min.approval","gage.height.mean","gage.height.mean.approval"
"USGS",2085000,"400810",NA,"",NA,"",6.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400811",NA,"",NA,"",7.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400812",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400813",NA,"",NA,"",9.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400814",NA,"",NA,"",584,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400815",NA,"",NA,"",244,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400816",NA,"",NA,"",214,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400817",NA,"",NA,"",160,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400818",NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400819",NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400820",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400821",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400822",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400823",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400824",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400825",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400826",NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400827",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400828",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400829",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400830",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400831",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400901",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400902",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400903",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400904",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400905",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400906",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400907",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400908",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400909",NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400910",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400911",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400912",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400913",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400914",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400915",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400916",NA,"",NA,"",9.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400917",NA,"",NA,"",9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400918",NA,"",NA,"",8.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400919",NA,"",NA,"",8.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400920",NA,"",NA,"",7.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400921",NA,"",NA,"",7.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400922",NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400923",NA,"",NA,"",5.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400924",NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400925",NA,"",NA,"",6.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400926",NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400927",NA,"",NA,"",5.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400928",NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400929",NA,"",NA,"",5.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"400930",NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401001",NA,"",NA,"",5.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401002",NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401003",NA,"",NA,"",4.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401004",NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401005",NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401006",NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401007",NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401008",NA,"",NA,"",4.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401009",NA,"",NA,"",4.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401010",NA,"",NA,"",6.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401011",NA,"",NA,"",5.6,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401012",NA,"",NA,"",5.3,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401013",NA,"",NA,"",5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401014",NA,"",NA,"",4.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401015",NA,"",NA,"",4.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401016",NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401017",NA,"",NA,"",4.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401018",NA,"",NA,"",4.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401019",NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401020",NA,"",NA,"",5.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401021",NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401022",NA,"",NA,"",5.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401023",NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401024",NA,"",NA,"",4.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401025",NA,"",NA,"",5.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401026",NA,"",NA,"",6.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401027",NA,"",NA,"",5.7,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401028",NA,"",NA,"",4.8,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401029",NA,"",NA,"",4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401030",NA,"",NA,"",5.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401031",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401101",NA,"",NA,"",9.9,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401102",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401103",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401104",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401105",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401106",NA,"",NA,"",8.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401107",NA,"",NA,"",8.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401108",NA,"",NA,"",7.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401109",NA,"",NA,"",7.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401110",NA,"",NA,"",7.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401111",NA,"",NA,"",7.2,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401112",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401113",NA,"",NA,"",358,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401114",NA,"",NA,"",1060,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401115",NA,"",NA,"",873,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401116",NA,"",NA,"",120,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401117",NA,"",NA,"",67,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401118",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401119",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401120",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401121",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401122",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401123",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401124",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401125",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401126",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401127",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401128",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401129",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401130",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401201",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401202",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401203",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401204",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401205",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401206",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401207",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401208",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401209",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401210",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401211",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401212",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401213",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401214",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401215",NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401216",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401217",NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401218",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401219",NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401220",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401221",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401222",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401223",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401224",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401225",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401226",NA,"",NA,"",79,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401227",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401228",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401229",NA,"",NA,"",58,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401230",NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,"401231",NA,"",NA,"",46,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410101",NA,"",NA,"",36,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410102",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410103",NA,"",NA,"",65,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410104",NA,"",NA,"",110,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410105",NA,"",NA,"",64,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410106",NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410107",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410108",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410109",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410110",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410111",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410112",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410113",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410114",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410115",NA,"",NA,"",25,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410116",NA,"",NA,"",194,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410117",NA,"",NA,"",167,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410118",NA,"",NA,"",83,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410119",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410120",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410121",NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410122",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410123",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410124",NA,"",NA,"",44,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410125",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410126",NA,"",NA,"",47,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410127",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410128",NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410129",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410130",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410131",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410201",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410202",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410203",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410204",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410205",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410206",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410207",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410208",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410209",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410210",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410211",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410212",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410213",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410214",NA,"",NA,"",121,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410215",NA,"",NA,"",240,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410216",NA,"",NA,"",82,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410217",NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410218",NA,"",NA,"",48,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410219",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410220",NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410221",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410222",NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410223",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410224",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410225",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410226",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410227",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410228",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410301",NA,"",NA,"",31,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410302",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410303",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410304",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410305",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410306",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410307",NA,"",NA,"",83,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410308",NA,"",NA,"",324,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410309",NA,"",NA,"",220,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410310",NA,"",NA,"",98,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410311",NA,"",NA,"",68,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410312",NA,"",NA,"",59,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410313",NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410314",NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410315",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410316",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410317",NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410318",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410319",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410320",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410321",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410322",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410323",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410324",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410325",NA,"",NA,"",68,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410326",NA,"",NA,"",43,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410327",NA,"",NA,"",38,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410328",NA,"",NA,"",550,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410329",NA,"",NA,"",160,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410330",NA,"",NA,"",88,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410331",NA,"",NA,"",66,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410401",NA,"",NA,"",187,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410402",NA,"",NA,"",169,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410403",NA,"",NA,"",90,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410404",NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410405",NA,"",NA,"",185,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410406",NA,"",NA,"",109,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410407",NA,"",NA,"",74,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410408",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410409",NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410410",NA,"",NA,"",54,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410411",NA,"",NA,"",78,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410412",NA,"",NA,"",60,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410413",NA,"",NA,"",50,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410414",NA,"",NA,"",45,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410415",NA,"",NA,"",42,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410416",NA,"",NA,"",40,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410417",NA,"",NA,"",37,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410418",NA,"",NA,"",35,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410419",NA,"",NA,"",34,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410420",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410421",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410422",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410423",NA,"",NA,"",27,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410424",NA,"",NA,"",41,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410425",NA,"",NA,"",126,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410426",NA,"",NA,"",71,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410427",NA,"",NA,"",49,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410428",NA,"",NA,"",39,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410429",NA,"",NA,"",33,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410430",NA,"",NA,"",30,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410501",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410502",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410503",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410504",NA,"",NA,"",23,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410505",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410506",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410507",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410508",NA,"",NA,"",29,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410509",NA,"",NA,"",24,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410510",NA,"",NA,"",20,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410511",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410512",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410513",NA,"",NA,"",18,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410514",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410515",NA,"",NA,"",17,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410516",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410517",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410518",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410519",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410520",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410521",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410522",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410523",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410524",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410525",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410526",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410527",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410528",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410529",NA,"",NA,"",9.4,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410530",NA,"",NA,"",9.1,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410531",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410601",NA,"",NA,"",26,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410602",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410603",NA,"",NA,"",137,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410604",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410605",NA,"",NA,"",21,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410606",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410607",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410608",NA,"",NA,"",14,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410609",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410610",NA,"",NA,"",55,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410611",NA,"",NA,"",19,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410612",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410613",NA,"",NA,"",61,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410614",NA,"",NA,"",28,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410615",NA,"",NA,"",32,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410616",NA,"",NA,"",22,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410617",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410618",NA,"",NA,"",13,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410619",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410620",NA,"",NA,"",12,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410621",NA,"",NA,"",11,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410622",NA,"",NA,"",10,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410623",NA,"",NA,"",9.5,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410624",NA,"",NA,"",16,"A",NA,"",NA,"",NA,""
"USGS",2085000,"410625",NA,"",NA,"",15,"A",NA,"",NA,"",NA,""
